state,count,t,run_no
Susceptible,3,4.13,3
Exposed,0,4.13,3
Infectious,1,4.13,3
Recovered,0,4.13,3
Susceptible,3,4.14,3
Exposed,0,4.14,3
Infectious,1,4.14,3
Recovered,0,4.14,3
Susceptible,3,4.1499999999999995,3
Exposed,0,4.1499999999999995,3
Infectious,1,4.1499999999999995,3
Recovered,0,4.1499999999999995,3
Susceptible,3,4.16,3
Exposed,0,4.16,3
Infectious,1,4.16,3
Recovered,0,4.16,3
Susceptible,3,4.17,3
Exposed,0,4.17,3
Infectious,1,4.17,3
Recovered,0,4.17,3
Susceptible,3,4.18,3
Exposed,0,4.18,3
Infectious,1,4.18,3
Recovered,0,4.18,3
Susceptible,3,4.1899999999999995,3
Exposed,0,4.1899999999999995,3
Infectious,1,4.1899999999999995,3
Recovered,0,4.1899999999999995,3
Susceptible,3,4.2,3
Exposed,0,4.2,3
Infectious,1,4.2,3
Recovered,0,4.2,3
Susceptible,3,4.21,3
Exposed,0,4.21,3
Infectious,1,4.21,3
Recovered,0,4.21,3
Susceptible,3,4.22,3
Exposed,0,4.22,3
Infectious,1,4.22,3
Recovered,0,4.22,3
Susceptible,3,4.2299999999999995,3
Exposed,0,4.2299999999999995,3
Infectious,1,4.2299999999999995,3
Recovered,0,4.2299999999999995,3
Susceptible,3,4.24,3
Exposed,0,4.24,3
Infectious,1,4.24,3
Recovered,0,4.24,3
Susceptible,3,4.25,3
Exposed,0,4.25,3
Infectious,1,4.25,3
Recovered,0,4.25,3
Susceptible,3,4.26,3
Exposed,0,4.26,3
Infectious,1,4.26,3
Recovered,0,4.26,3
Susceptible,3,4.27,3
Exposed,0,4.27,3
Infectious,1,4.27,3
Recovered,0,4.27,3
Susceptible,3,4.28,3
Exposed,0,4.28,3
Infectious,1,4.28,3
Recovered,0,4.28,3
Susceptible,3,4.29,3
Exposed,0,4.29,3
Infectious,1,4.29,3
Recovered,0,4.29,3
Susceptible,3,4.3,3
Exposed,0,4.3,3
Infectious,1,4.3,3
Recovered,0,4.3,3
Susceptible,3,4.31,3
Exposed,0,4.31,3
Infectious,1,4.31,3
Recovered,0,4.31,3
Susceptible,3,4.32,3
Exposed,0,4.32,3
Infectious,1,4.32,3
Recovered,0,4.32,3
Susceptible,3,4.33,3
Exposed,0,4.33,3
Infectious,1,4.33,3
Recovered,0,4.33,3
Susceptible,3,4.34,3
Exposed,0,4.34,3
Infectious,1,4.34,3
Recovered,0,4.34,3
Susceptible,3,4.35,3
Exposed,0,4.35,3
Infectious,1,4.35,3
Recovered,0,4.35,3
Susceptible,3,4.36,3
Exposed,0,4.36,3
Infectious,1,4.36,3
Recovered,0,4.36,3
Susceptible,3,4.37,3
Exposed,0,4.37,3
Infectious,1,4.37,3
Recovered,0,4.37,3
Susceptible,3,4.38,3
Exposed,0,4.38,3
Infectious,1,4.38,3
Recovered,0,4.38,3
Susceptible,3,4.39,3
Exposed,0,4.39,3
Infectious,1,4.39,3
Recovered,0,4.39,3
Susceptible,3,4.3999999999999995,3
Exposed,0,4.3999999999999995,3
Infectious,1,4.3999999999999995,3
Recovered,0,4.3999999999999995,3
Susceptible,3,4.41,3
Exposed,0,4.41,3
Infectious,1,4.41,3
Recovered,0,4.41,3
Susceptible,3,4.42,3
Exposed,0,4.42,3
Infectious,1,4.42,3
Recovered,0,4.42,3
Susceptible,3,4.43,3
Exposed,0,4.43,3
Infectious,1,4.43,3
Recovered,0,4.43,3
Susceptible,3,4.4399999999999995,3
Exposed,0,4.4399999999999995,3
Infectious,1,4.4399999999999995,3
Recovered,0,4.4399999999999995,3
Susceptible,3,4.45,3
Exposed,0,4.45,3
Infectious,1,4.45,3
Recovered,0,4.45,3
Susceptible,3,4.46,3
Exposed,0,4.46,3
Infectious,1,4.46,3
Recovered,0,4.46,3
Susceptible,3,4.47,3
Exposed,0,4.47,3
Infectious,1,4.47,3
Recovered,0,4.47,3
Susceptible,3,4.4799999999999995,3
Exposed,0,4.4799999999999995,3
Infectious,1,4.4799999999999995,3
Recovered,0,4.4799999999999995,3
Susceptible,3,4.49,3
Exposed,0,4.49,3
Infectious,1,4.49,3
Recovered,0,4.49,3
Susceptible,3,4.5,3
Exposed,0,4.5,3
Infectious,1,4.5,3
Recovered,0,4.5,3
Susceptible,3,4.51,3
Exposed,0,4.51,3
Infectious,1,4.51,3
Recovered,0,4.51,3
Susceptible,3,4.52,3
Exposed,0,4.52,3
Infectious,1,4.52,3
Recovered,0,4.52,3
Susceptible,3,4.53,3
Exposed,0,4.53,3
Infectious,1,4.53,3
Recovered,0,4.53,3
Susceptible,3,4.54,3
Exposed,0,4.54,3
Infectious,1,4.54,3
Recovered,0,4.54,3
Susceptible,3,4.55,3
Exposed,0,4.55,3
Infectious,1,4.55,3
Recovered,0,4.55,3
Susceptible,3,4.56,3
Exposed,0,4.56,3
Infectious,1,4.56,3
Recovered,0,4.56,3
Susceptible,3,4.57,3
Exposed,0,4.57,3
Infectious,1,4.57,3
Recovered,0,4.57,3
Susceptible,3,4.58,3
Exposed,0,4.58,3
Infectious,1,4.58,3
Recovered,0,4.58,3
Susceptible,3,4.59,3
Exposed,0,4.59,3
Infectious,1,4.59,3
Recovered,0,4.59,3
Susceptible,3,4.6,3
Exposed,0,4.6,3
Infectious,1,4.6,3
Recovered,0,4.6,3
Susceptible,3,4.61,3
Exposed,0,4.61,3
Infectious,1,4.61,3
Recovered,0,4.61,3
Susceptible,3,4.62,3
Exposed,0,4.62,3
Infectious,1,4.62,3
Recovered,0,4.62,3
Susceptible,3,4.63,3
Exposed,0,4.63,3
Infectious,1,4.63,3
Recovered,0,4.63,3
Susceptible,3,4.64,3
Exposed,0,4.64,3
Infectious,1,4.64,3
Recovered,0,4.64,3
Susceptible,3,4.6499999999999995,3
Exposed,0,4.6499999999999995,3
Infectious,1,4.6499999999999995,3
Recovered,0,4.6499999999999995,3
Susceptible,3,4.66,3
Exposed,0,4.66,3
Infectious,1,4.66,3
Recovered,0,4.66,3
Susceptible,3,4.67,3
Exposed,0,4.67,3
Infectious,1,4.67,3
Recovered,0,4.67,3
Susceptible,3,4.68,3
Exposed,0,4.68,3
Infectious,1,4.68,3
Recovered,0,4.68,3
Susceptible,3,4.6899999999999995,3
Exposed,0,4.6899999999999995,3
Infectious,1,4.6899999999999995,3
Recovered,0,4.6899999999999995,3
Susceptible,3,4.7,3
Exposed,0,4.7,3
Infectious,1,4.7,3
Recovered,0,4.7,3
Susceptible,3,4.71,3
Exposed,0,4.71,3
Infectious,1,4.71,3
Recovered,0,4.71,3
Susceptible,3,4.72,3
Exposed,0,4.72,3
Infectious,1,4.72,3
Recovered,0,4.72,3
Susceptible,3,4.7299999999999995,3
Exposed,0,4.7299999999999995,3
Infectious,1,4.7299999999999995,3
Recovered,0,4.7299999999999995,3
Susceptible,3,4.74,3
Exposed,0,4.74,3
Infectious,1,4.74,3
Recovered,0,4.74,3
Susceptible,3,4.75,3
Exposed,0,4.75,3
Infectious,1,4.75,3
Recovered,0,4.75,3
Susceptible,3,4.76,3
Exposed,0,4.76,3
Infectious,1,4.76,3
Recovered,0,4.76,3
Susceptible,3,4.77,3
Exposed,0,4.77,3
Infectious,1,4.77,3
Recovered,0,4.77,3
Susceptible,3,4.78,3
Exposed,0,4.78,3
Infectious,1,4.78,3
Recovered,0,4.78,3
Susceptible,3,4.79,3
Exposed,0,4.79,3
Infectious,1,4.79,3
Recovered,0,4.79,3
Susceptible,3,4.8,3
Exposed,0,4.8,3
Infectious,1,4.8,3
Recovered,0,4.8,3
Susceptible,3,4.81,3
Exposed,0,4.81,3
Infectious,1,4.81,3
Recovered,0,4.81,3
Susceptible,3,4.82,3
Exposed,0,4.82,3
Infectious,1,4.82,3
Recovered,0,4.82,3
Susceptible,3,4.83,3
Exposed,0,4.83,3
Infectious,1,4.83,3
Recovered,0,4.83,3
Susceptible,3,4.84,3
Exposed,0,4.84,3
Infectious,1,4.84,3
Recovered,0,4.84,3
Susceptible,3,4.85,3
Exposed,0,4.85,3
Infectious,1,4.85,3
Recovered,0,4.85,3
Susceptible,3,4.86,3
Exposed,0,4.86,3
Infectious,1,4.86,3
Recovered,0,4.86,3
Susceptible,3,4.87,3
Exposed,0,4.87,3
Infectious,1,4.87,3
Recovered,0,4.87,3
Susceptible,3,4.88,3
Exposed,0,4.88,3
Infectious,1,4.88,3
Recovered,0,4.88,3
Susceptible,3,4.89,3
Exposed,0,4.89,3
Infectious,1,4.89,3
Recovered,0,4.89,3
Susceptible,3,4.8999999999999995,3
Exposed,0,4.8999999999999995,3
Infectious,1,4.8999999999999995,3
Recovered,0,4.8999999999999995,3
Susceptible,3,4.91,3
Exposed,0,4.91,3
Infectious,1,4.91,3
Recovered,0,4.91,3
Susceptible,3,4.92,3
Exposed,0,4.92,3
Infectious,1,4.92,3
Recovered,0,4.92,3
Susceptible,3,4.93,3
Exposed,0,4.93,3
Infectious,1,4.93,3
Recovered,0,4.93,3
Susceptible,3,4.9399999999999995,3
Exposed,0,4.9399999999999995,3
Infectious,1,4.9399999999999995,3
Recovered,0,4.9399999999999995,3
Susceptible,3,4.95,3
Exposed,0,4.95,3
Infectious,1,4.95,3
Recovered,0,4.95,3
Susceptible,3,4.96,3
Exposed,0,4.96,3
Infectious,1,4.96,3
Recovered,0,4.96,3
Susceptible,3,4.97,3
Exposed,0,4.97,3
Infectious,1,4.97,3
Recovered,0,4.97,3
Susceptible,3,4.9799999999999995,3
Exposed,0,4.9799999999999995,3
Infectious,1,4.9799999999999995,3
Recovered,0,4.9799999999999995,3
Susceptible,3,4.99,3
Exposed,0,4.99,3
Infectious,1,4.99,3
Recovered,0,4.99,3
Susceptible,3,5.0,3
Exposed,0,5.0,3
Infectious,1,5.0,3
Recovered,0,5.0,3
Susceptible,3,5.01,3
Exposed,0,5.01,3
Infectious,1,5.01,3
Recovered,0,5.01,3
Susceptible,3,5.02,3
Exposed,0,5.02,3
Infectious,1,5.02,3
Recovered,0,5.02,3
Susceptible,3,5.03,3
Exposed,0,5.03,3
Infectious,1,5.03,3
Recovered,0,5.03,3
Susceptible,3,5.04,3
Exposed,0,5.04,3
Infectious,1,5.04,3
Recovered,0,5.04,3
Susceptible,3,5.05,3
Exposed,0,5.05,3
Infectious,1,5.05,3
Recovered,0,5.05,3
Susceptible,3,5.06,3
Exposed,0,5.06,3
Infectious,1,5.06,3
Recovered,0,5.06,3
Susceptible,3,5.07,3
Exposed,0,5.07,3
Infectious,1,5.07,3
Recovered,0,5.07,3
Susceptible,3,5.08,3
Exposed,0,5.08,3
Infectious,1,5.08,3
Recovered,0,5.08,3
Susceptible,3,5.09,3
Exposed,0,5.09,3
Infectious,1,5.09,3
Recovered,0,5.09,3
Susceptible,3,5.1,3
Exposed,0,5.1,3
Infectious,1,5.1,3
Recovered,0,5.1,3
Susceptible,3,5.11,3
Exposed,0,5.11,3
Infectious,1,5.11,3
Recovered,0,5.11,3
Susceptible,3,5.12,3
Exposed,0,5.12,3
Infectious,1,5.12,3
Recovered,0,5.12,3
Susceptible,3,5.13,3
Exposed,0,5.13,3
Infectious,1,5.13,3
Recovered,0,5.13,3
Susceptible,3,5.14,3
Exposed,0,5.14,3
Infectious,1,5.14,3
Recovered,0,5.14,3
Susceptible,3,5.1499999999999995,3
Exposed,0,5.1499999999999995,3
Infectious,1,5.1499999999999995,3
Recovered,0,5.1499999999999995,3
Susceptible,3,5.16,3
Exposed,0,5.16,3
Infectious,1,5.16,3
Recovered,0,5.16,3
Susceptible,3,5.17,3
Exposed,0,5.17,3
Infectious,1,5.17,3
Recovered,0,5.17,3
Susceptible,3,5.18,3
Exposed,0,5.18,3
Infectious,1,5.18,3
Recovered,0,5.18,3
Susceptible,3,5.1899999999999995,3
Exposed,0,5.1899999999999995,3
Infectious,0,5.1899999999999995,3
Recovered,1,5.1899999999999995,3
Susceptible,2,0.0,4
Exposed,0,0.0,4
Infectious,1,0.0,4
Recovered,0,0.0,4
Susceptible,2,0.01,4
Exposed,0,0.01,4
Infectious,1,0.01,4
Recovered,0,0.01,4
Susceptible,2,0.02,4
Exposed,0,0.02,4
Infectious,1,0.02,4
Recovered,0,0.02,4
Susceptible,2,0.03,4
Exposed,0,0.03,4
Infectious,1,0.03,4
Recovered,0,0.03,4
Susceptible,2,0.04,4
Exposed,0,0.04,4
Infectious,1,0.04,4
Recovered,0,0.04,4
Susceptible,2,0.05,4
Exposed,0,0.05,4
Infectious,1,0.05,4
Recovered,0,0.05,4
Susceptible,2,0.060000000000000005,4
Exposed,0,0.060000000000000005,4
Infectious,1,0.060000000000000005,4
Recovered,0,0.060000000000000005,4
Susceptible,2,0.06999999999999999,4
Exposed,0,0.06999999999999999,4
Infectious,1,0.06999999999999999,4
Recovered,0,0.06999999999999999,4
Susceptible,2,0.08,4
Exposed,0,0.08,4
Infectious,1,0.08,4
Recovered,0,0.08,4
Susceptible,2,0.09,4
Exposed,0,0.09,4
Infectious,1,0.09,4
Recovered,0,0.09,4
Susceptible,2,0.09999999999999999,4
Exposed,0,0.09999999999999999,4
Infectious,1,0.09999999999999999,4
Recovered,0,0.09999999999999999,4
Susceptible,2,0.11,4
Exposed,0,0.11,4
Infectious,1,0.11,4
Recovered,0,0.11,4
Susceptible,2,0.12,4
Exposed,0,0.12,4
Infectious,1,0.12,4
Recovered,0,0.12,4
Susceptible,2,0.13,4
Exposed,0,0.13,4
Infectious,1,0.13,4
Recovered,0,0.13,4
Susceptible,2,0.14,4
Exposed,0,0.14,4
Infectious,1,0.14,4
Recovered,0,0.14,4
Susceptible,2,0.15000000000000002,4
Exposed,0,0.15000000000000002,4
Infectious,1,0.15000000000000002,4
Recovered,0,0.15000000000000002,4
Susceptible,2,0.16,4
Exposed,0,0.16,4
Infectious,1,0.16,4
Recovered,0,0.16,4
Susceptible,2,0.17,4
Exposed,0,0.17,4
Infectious,1,0.17,4
Recovered,0,0.17,4
Susceptible,2,0.18000000000000002,4
Exposed,0,0.18000000000000002,4
Infectious,1,0.18000000000000002,4
Recovered,0,0.18000000000000002,4
Susceptible,2,0.19,4
Exposed,0,0.19,4
Infectious,1,0.19,4
Recovered,0,0.19,4
Susceptible,2,0.2,4
Exposed,0,0.2,4
Infectious,1,0.2,4
Recovered,0,0.2,4
Susceptible,2,0.21000000000000002,4
Exposed,0,0.21000000000000002,4
Infectious,1,0.21000000000000002,4
Recovered,0,0.21000000000000002,4
Susceptible,2,0.22,4
Exposed,0,0.22,4
Infectious,1,0.22,4
Recovered,0,0.22,4
Susceptible,2,0.23,4
Exposed,0,0.23,4
Infectious,1,0.23,4
Recovered,0,0.23,4
Susceptible,2,0.24000000000000002,4
Exposed,0,0.24000000000000002,4
Infectious,1,0.24000000000000002,4
Recovered,0,0.24000000000000002,4
Susceptible,2,0.25,4
Exposed,0,0.25,4
Infectious,1,0.25,4
Recovered,0,0.25,4
Susceptible,2,0.26,4
Exposed,0,0.26,4
Infectious,1,0.26,4
Recovered,0,0.26,4
Susceptible,2,0.27,4
Exposed,0,0.27,4
Infectious,1,0.27,4
Recovered,0,0.27,4
Susceptible,2,0.28,4
Exposed,0,0.28,4
Infectious,1,0.28,4
Recovered,0,0.28,4
Susceptible,2,0.29000000000000004,4
Exposed,0,0.29000000000000004,4
Infectious,1,0.29000000000000004,4
Recovered,0,0.29000000000000004,4
Susceptible,2,0.3,4
Exposed,0,0.3,4
Infectious,1,0.3,4
Recovered,0,0.3,4
Susceptible,2,0.31,4
Exposed,0,0.31,4
Infectious,1,0.31,4
Recovered,0,0.31,4
Susceptible,2,0.32,4
Exposed,0,0.32,4
Infectious,1,0.32,4
Recovered,0,0.32,4
Susceptible,2,0.33,4
Exposed,0,0.33,4
Infectious,1,0.33,4
Recovered,0,0.33,4
Susceptible,2,0.34,4
Exposed,0,0.34,4
Infectious,1,0.34,4
Recovered,0,0.34,4
Susceptible,2,0.35000000000000003,4
Exposed,0,0.35000000000000003,4
Infectious,1,0.35000000000000003,4
Recovered,0,0.35000000000000003,4
Susceptible,2,0.36000000000000004,4
Exposed,0,0.36000000000000004,4
Infectious,1,0.36000000000000004,4
Recovered,0,0.36000000000000004,4
Susceptible,2,0.37,4
Exposed,0,0.37,4
Infectious,1,0.37,4
Recovered,0,0.37,4
Susceptible,2,0.38,4
Exposed,0,0.38,4
Infectious,1,0.38,4
Recovered,0,0.38,4
Susceptible,2,0.39,4
Exposed,0,0.39,4
Infectious,1,0.39,4
Recovered,0,0.39,4
Susceptible,2,0.4,4
Exposed,0,0.4,4
Infectious,1,0.4,4
Recovered,0,0.4,4
Susceptible,2,0.41000000000000003,4
Exposed,0,0.41000000000000003,4
Infectious,1,0.41000000000000003,4
Recovered,0,0.41000000000000003,4
Susceptible,2,0.42000000000000004,4
Exposed,0,0.42000000000000004,4
Infectious,1,0.42000000000000004,4
Recovered,0,0.42000000000000004,4
Susceptible,2,0.43,4
Exposed,0,0.43,4
Infectious,1,0.43,4
Recovered,0,0.43,4
Susceptible,2,0.44,4
Exposed,0,0.44,4
Infectious,1,0.44,4
Recovered,0,0.44,4
Susceptible,2,0.45,4
Exposed,0,0.45,4
Infectious,1,0.45,4
Recovered,0,0.45,4
Susceptible,2,0.46,4
Exposed,0,0.46,4
Infectious,1,0.46,4
Recovered,0,0.46,4
Susceptible,2,0.47000000000000003,4
Exposed,0,0.47000000000000003,4
Infectious,1,0.47000000000000003,4
Recovered,0,0.47000000000000003,4
Susceptible,2,0.48000000000000004,4
Exposed,0,0.48000000000000004,4
Infectious,1,0.48000000000000004,4
Recovered,0,0.48000000000000004,4
Susceptible,2,0.49,4
Exposed,0,0.49,4
Infectious,1,0.49,4
Recovered,0,0.49,4
Susceptible,2,0.5,4
Exposed,0,0.5,4
Infectious,1,0.5,4
Recovered,0,0.5,4
Susceptible,2,0.51,4
Exposed,0,0.51,4
Infectious,1,0.51,4
Recovered,0,0.51,4
Susceptible,2,0.52,4
Exposed,0,0.52,4
Infectious,1,0.52,4
Recovered,0,0.52,4
Susceptible,2,0.53,4
Exposed,0,0.53,4
Infectious,1,0.53,4
Recovered,0,0.53,4
Susceptible,2,0.54,4
Exposed,0,0.54,4
Infectious,1,0.54,4
Recovered,0,0.54,4
Susceptible,2,0.55,4
Exposed,0,0.55,4
Infectious,1,0.55,4
Recovered,0,0.55,4
Susceptible,2,0.56,4
Exposed,0,0.56,4
Infectious,1,0.56,4
Recovered,0,0.56,4
Susceptible,2,0.5700000000000001,4
Exposed,0,0.5700000000000001,4
Infectious,1,0.5700000000000001,4
Recovered,0,0.5700000000000001,4
Susceptible,2,0.5800000000000001,4
Exposed,0,0.5800000000000001,4
Infectious,1,0.5800000000000001,4
Recovered,0,0.5800000000000001,4
Susceptible,2,0.59,4
Exposed,0,0.59,4
Infectious,1,0.59,4
Recovered,0,0.59,4
Susceptible,2,0.6,4
Exposed,0,0.6,4
Infectious,1,0.6,4
Recovered,0,0.6,4
Susceptible,2,0.61,4
Exposed,0,0.61,4
Infectious,1,0.61,4
Recovered,0,0.61,4
Susceptible,2,0.62,4
Exposed,0,0.62,4
Infectious,1,0.62,4
Recovered,0,0.62,4
Susceptible,2,0.63,4
Exposed,0,0.63,4
Infectious,1,0.63,4
Recovered,0,0.63,4
Susceptible,2,0.64,4
Exposed,0,0.64,4
Infectious,1,0.64,4
Recovered,0,0.64,4
Susceptible,2,0.65,4
Exposed,0,0.65,4
Infectious,1,0.65,4
Recovered,0,0.65,4
Susceptible,2,0.66,4
Exposed,0,0.66,4
Infectious,1,0.66,4
Recovered,0,0.66,4
Susceptible,2,0.67,4
Exposed,0,0.67,4
Infectious,1,0.67,4
Recovered,0,0.67,4
Susceptible,2,0.68,4
Exposed,0,0.68,4
Infectious,1,0.68,4
Recovered,0,0.68,4
Susceptible,2,0.6900000000000001,4
Exposed,0,0.6900000000000001,4
Infectious,1,0.6900000000000001,4
Recovered,0,0.6900000000000001,4
Susceptible,2,0.7000000000000001,4
Exposed,0,0.7000000000000001,4
Infectious,1,0.7000000000000001,4
Recovered,0,0.7000000000000001,4
Susceptible,2,0.7100000000000001,4
Exposed,0,0.7100000000000001,4
Infectious,1,0.7100000000000001,4
Recovered,0,0.7100000000000001,4
Susceptible,2,0.72,4
Exposed,0,0.72,4
Infectious,1,0.72,4
Recovered,0,0.72,4
Susceptible,2,0.73,4
Exposed,0,0.73,4
Infectious,1,0.73,4
Recovered,0,0.73,4
Susceptible,2,0.74,4
Exposed,0,0.74,4
Infectious,1,0.74,4
Recovered,0,0.74,4
Susceptible,2,0.75,4
Exposed,0,0.75,4
Infectious,1,0.75,4
Recovered,0,0.75,4
Susceptible,2,0.76,4
Exposed,0,0.76,4
Infectious,1,0.76,4
Recovered,0,0.76,4
Susceptible,2,0.77,4
Exposed,0,0.77,4
Infectious,1,0.77,4
Recovered,0,0.77,4
Susceptible,2,0.78,4
Exposed,0,0.78,4
Infectious,1,0.78,4
Recovered,0,0.78,4
Susceptible,2,0.79,4
Exposed,0,0.79,4
Infectious,1,0.79,4
Recovered,0,0.79,4
Susceptible,2,0.8,4
Exposed,0,0.8,4
Infectious,1,0.8,4
Recovered,0,0.8,4
Susceptible,2,0.81,4
Exposed,0,0.81,4
Infectious,1,0.81,4
Recovered,0,0.81,4
Susceptible,2,0.8200000000000001,4
Exposed,0,0.8200000000000001,4
Infectious,1,0.8200000000000001,4
Recovered,0,0.8200000000000001,4
Susceptible,2,0.8300000000000001,4
Exposed,0,0.8300000000000001,4
Infectious,1,0.8300000000000001,4
Recovered,0,0.8300000000000001,4
Susceptible,2,0.8400000000000001,4
Exposed,0,0.8400000000000001,4
Infectious,1,0.8400000000000001,4
Recovered,0,0.8400000000000001,4
Susceptible,2,0.85,4
Exposed,0,0.85,4
Infectious,1,0.85,4
Recovered,0,0.85,4
Susceptible,2,0.86,4
Exposed,0,0.86,4
Infectious,1,0.86,4
Recovered,0,0.86,4
Susceptible,2,0.87,4
Exposed,0,0.87,4
Infectious,1,0.87,4
Recovered,0,0.87,4
Susceptible,2,0.88,4
Exposed,0,0.88,4
Infectious,1,0.88,4
Recovered,0,0.88,4
Susceptible,2,0.89,4
Exposed,0,0.89,4
Infectious,1,0.89,4
Recovered,0,0.89,4
Susceptible,2,0.9,4
Exposed,0,0.9,4
Infectious,1,0.9,4
Recovered,0,0.9,4
Susceptible,2,0.91,4
Exposed,0,0.91,4
Infectious,1,0.91,4
Recovered,0,0.91,4
Susceptible,2,0.92,4
Exposed,0,0.92,4
Infectious,1,0.92,4
Recovered,0,0.92,4
Susceptible,2,0.93,4
Exposed,0,0.93,4
Infectious,1,0.93,4
Recovered,0,0.93,4
Susceptible,2,0.9400000000000001,4
Exposed,0,0.9400000000000001,4
Infectious,1,0.9400000000000001,4
Recovered,0,0.9400000000000001,4
Susceptible,2,0.9500000000000001,4
Exposed,0,0.9500000000000001,4
Infectious,1,0.9500000000000001,4
Recovered,0,0.9500000000000001,4
Susceptible,2,0.9600000000000001,4
Exposed,0,0.9600000000000001,4
Infectious,1,0.9600000000000001,4
Recovered,0,0.9600000000000001,4
Susceptible,2,0.97,4
Exposed,0,0.97,4
Infectious,1,0.97,4
Recovered,0,0.97,4
Susceptible,2,0.98,4
Exposed,0,0.98,4
Infectious,1,0.98,4
Recovered,0,0.98,4
Susceptible,2,0.99,4
Exposed,0,0.99,4
Infectious,1,0.99,4
Recovered,0,0.99,4
Susceptible,2,1.0,4
Exposed,0,1.0,4
Infectious,1,1.0,4
Recovered,0,1.0,4
Susceptible,2,1.01,4
Exposed,0,1.01,4
Infectious,1,1.01,4
Recovered,0,1.01,4
Susceptible,2,1.02,4
Exposed,0,1.02,4
Infectious,1,1.02,4
Recovered,0,1.02,4
Susceptible,2,1.03,4
Exposed,0,1.03,4
Infectious,1,1.03,4
Recovered,0,1.03,4
Susceptible,2,1.04,4
Exposed,0,1.04,4
Infectious,1,1.04,4
Recovered,0,1.04,4
Susceptible,2,1.05,4
Exposed,0,1.05,4
Infectious,1,1.05,4
Recovered,0,1.05,4
Susceptible,2,1.06,4
Exposed,0,1.06,4
Infectious,1,1.06,4
Recovered,0,1.06,4
Susceptible,2,1.07,4
Exposed,0,1.07,4
Infectious,1,1.07,4
Recovered,0,1.07,4
Susceptible,2,1.08,4
Exposed,0,1.08,4
Infectious,1,1.08,4
Recovered,0,1.08,4
Susceptible,2,1.09,4
Exposed,0,1.09,4
Infectious,1,1.09,4
Recovered,0,1.09,4
Susceptible,2,1.1,4
Exposed,0,1.1,4
Infectious,1,1.1,4
Recovered,0,1.1,4
Susceptible,2,1.11,4
Exposed,0,1.11,4
Infectious,1,1.11,4
Recovered,0,1.11,4
Susceptible,2,1.12,4
Exposed,0,1.12,4
Infectious,1,1.12,4
Recovered,0,1.12,4
Susceptible,2,1.1300000000000001,4
Exposed,0,1.1300000000000001,4
Infectious,1,1.1300000000000001,4
Recovered,0,1.1300000000000001,4
Susceptible,2,1.1400000000000001,4
Exposed,0,1.1400000000000001,4
Infectious,1,1.1400000000000001,4
Recovered,0,1.1400000000000001,4
Susceptible,2,1.1500000000000001,4
Exposed,0,1.1500000000000001,4
Infectious,1,1.1500000000000001,4
Recovered,0,1.1500000000000001,4
Susceptible,2,1.1600000000000001,4
Exposed,0,1.1600000000000001,4
Infectious,1,1.1600000000000001,4
Recovered,0,1.1600000000000001,4
Susceptible,2,1.17,4
Exposed,0,1.17,4
Infectious,1,1.17,4
Recovered,0,1.17,4
Susceptible,2,1.18,4
Exposed,0,1.18,4
Infectious,1,1.18,4
Recovered,0,1.18,4
Susceptible,2,1.19,4
Exposed,0,1.19,4
Infectious,1,1.19,4
Recovered,0,1.19,4
Susceptible,2,1.2,4
Exposed,0,1.2,4
Infectious,1,1.2,4
Recovered,0,1.2,4
Susceptible,2,1.21,4
Exposed,0,1.21,4
Infectious,1,1.21,4
Recovered,0,1.21,4
Susceptible,2,1.22,4
Exposed,0,1.22,4
Infectious,1,1.22,4
Recovered,0,1.22,4
Susceptible,2,1.23,4
Exposed,0,1.23,4
Infectious,1,1.23,4
Recovered,0,1.23,4
Susceptible,2,1.24,4
Exposed,0,1.24,4
Infectious,1,1.24,4
Recovered,0,1.24,4
Susceptible,2,1.25,4
Exposed,0,1.25,4
Infectious,1,1.25,4
Recovered,0,1.25,4
Susceptible,2,1.26,4
Exposed,0,1.26,4
Infectious,1,1.26,4
Recovered,0,1.26,4
Susceptible,2,1.27,4
Exposed,0,1.27,4
Infectious,1,1.27,4
Recovered,0,1.27,4
Susceptible,2,1.28,4
Exposed,0,1.28,4
Infectious,1,1.28,4
Recovered,0,1.28,4
Susceptible,2,1.29,4
Exposed,0,1.29,4
Infectious,1,1.29,4
Recovered,0,1.29,4
Susceptible,2,1.3,4
Exposed,0,1.3,4
Infectious,1,1.3,4
Recovered,0,1.3,4
Susceptible,2,1.31,4
Exposed,0,1.31,4
Infectious,1,1.31,4
Recovered,0,1.31,4
Susceptible,2,1.32,4
Exposed,0,1.32,4
Infectious,1,1.32,4
Recovered,0,1.32,4
Susceptible,2,1.33,4
Exposed,0,1.33,4
Infectious,1,1.33,4
Recovered,0,1.33,4
Susceptible,2,1.34,4
Exposed,0,1.34,4
Infectious,1,1.34,4
Recovered,0,1.34,4
Susceptible,2,1.35,4
Exposed,0,1.35,4
Infectious,1,1.35,4
Recovered,0,1.35,4
Susceptible,2,1.36,4
Exposed,0,1.36,4
Infectious,1,1.36,4
Recovered,0,1.36,4
Susceptible,2,1.37,4
Exposed,0,1.37,4
Infectious,1,1.37,4
Recovered,0,1.37,4
Susceptible,2,1.3800000000000001,4
Exposed,0,1.3800000000000001,4
Infectious,1,1.3800000000000001,4
Recovered,0,1.3800000000000001,4
Susceptible,2,1.3900000000000001,4
Exposed,0,1.3900000000000001,4
Infectious,1,1.3900000000000001,4
